"統一編號","公司名稱","負責人","公司地址","資本總額","實收資本額","在境內營運資金","公司狀態","產製日期"
"83290321","鑫嶫實業有限公司","古O翔","高雄市楠梓區興西路136號4樓","1000000"," "," ","核准設立","20250901035733"
"83291996","慶豐聯實業有限公司","王O玲","高雄市鳳山區新康街356巷3號11樓","4300000"," "," ","核准設立","20250901035733"
"83295395","世曜工業有限公司","張O華","雲林縣北港鎮愛國街100號1樓","500000"," "," ","核准設立","20250901035733"
"83295748","合傑塑膠有限公司","溫O龍","嘉義縣民雄鄉興中村坔墘5-2號1樓","1000000"," "," ","核准設立","20250901035733"
"83297984","威誠新能源股份有限公司","賴O隆","高雄市岡山區岡燕路223號","1000000","1000000"," ","核准設立","20250901035733"
"83298338","國鼎再生科技有限公司","何O樺","高雄市田寮區田寮里秀峯3號","1000000"," "," ","核准設立","20250901035733"
"83301571","鼎泰塑膠有限公司","黃O晴","臺中市龍井區龍泉里龍新路216巷69號","200000"," "," ","核准設立","20250901035733"
"83302635","歐宏光電股份有限公司","廖O尉","桃園市蘆竹區中圳街196號","500000000","200000000"," ","核准設立","20250901035733"
"83303938","悅盛人力資源有限公司","王O祥","桃園市桃園區中信里中山路956巷24號","6000000"," "," ","核准設立","20250901035733"
"83304253","威浩精密工業有限公司","張O浩","新北市新莊區新北大道2段340號","1000000"," "," ","核准設立","20250901035733"
"83307224","維運科技股份有限公司","王O宇","新北市中和區中正路700號2樓之3","50000000","22000000"," ","核准設立","20250901035733"
"83361578","優寧康有限公司","","臺中市西屯區何厝街134號","100000"," "," ","廢止","20250901035733"
"83363800","千滿實業有限公司","陳O德","新北市板橋區民有街51號2樓","1000000"," "," ","核准設立","20250901035733"
"83367860","紘旭耀布業有限公司","林O滿","新北市泰山區泰林路2段471之1號8樓","2000000"," "," ","核准設立","20250901035733"
"83374237","宥睿科技有限公司","吳O寓","屏東縣新埤鄉萬隆村太平路3號一樓","10000"," "," ","核准設立","20250901035733"
"83379535","耀瑩國際有限公司","郭O強","桃園市龜山區嶺頂里萬壽路二段410巷20號 (1樓)","2000000"," "," ","核准設立","20250901035733"
"83381770","呈俊有限公司","李O云","彰化縣田中鎮斗中路一段369巷32號1樓","800000"," "," ","核准設立","20250901035733"
"83387850","三芳化學工業股份有限公司","林O經","高雄市三民區通化街120號","4600000000","3978181260"," ","核准設立","20250901035733"
"83388871","車之寶有限公司","徐O瑜","雲林縣北港鎮南安里民生路129號1樓","1000000"," "," ","核准設立","20250901035733"
"83397674","智慧家電工程有限公司","呂O偉","臺中市西屯區何厝里何厝東二街23號9樓之3","2000000"," "," ","核准設立","20250901035733"
"83398168","青揚營造有限公司","陳O澎","臺中市北區文昌東一街61號1樓","3600000"," "," ","核准設立","20250901035733"
"83407589","侑典有限公司","林O宇","臺中市后里區后里里新興街29巷20之5號","1000000"," "," ","核准設立","20250901035733"
"83408757","卉豐有限公司","熊O帆","臺中市南屯區三和里黎明路二段359之9號8樓","300000"," "," ","核准設立","20250901035733"
"83410705","向強有限公司","許O昌","臺北市信義區松高路9號25樓","5700000"," "," ","核准設立","20250901035733"
"83417806","昌諺塑膠有限公司","唐O賢","桃園市觀音區富源里新富路719號","8000000"," "," ","核准設立","20250901035733"
"83420318","科健生技有限公司","楊O榛","臺中市北屯區經貿一路138號1樓","5000000"," "," ","核准設立","20250901035733"
"83420669","恆大數位科技有限公司","黃O湧","新北市蘆洲區環堤大道60之3號13樓","660000"," "," ","核准設立","20250901035733"
"83420823","玄豐精技股份有限公司","","新北市三重區三民街262號7樓","4000000","4000000"," ","解散","20250901035733"
"83421077","聚阜有限公司","","新北市樹林區八德街1270號","1500000"," "," ","解散","20250901035733"
"83421800","鵬宥科技有限公司","林O翰","新北市新莊區新北大道4段175號3樓","5000000"," "," ","核准設立","20250901035733"
"83422245","航新有限公司","徐O林","新北市五股區成泰路4段15號之8六樓","500000"," "," ","核准設立","20250901035733"
"83428825","華宏新技股份有限公司","張O賢","高雄市前金區中正四路235號11樓之6及之7","1500000000","1000044140"," ","核准設立","20250901035733"
"83430316","巨通科技有限公司","黃O彤","彰化縣線西鄉頂犁村草豐路501巷10號1樓","500000"," "," ","核准設立","20250901035733"
"83431618","東豐企業有限公司","洪O鐘","高雄市小港區桂陽路29號1樓","1000000"," "," ","核准設立","20250901035733"
"83433735","昌基工程有限公司","","新北市永和區安樂路58巷16號","5000000"," "," ","解散","20250901035733"
"83435157","華瑞捷股份有限公司","葉O齊","新北市新莊區中正路895之16號3樓","2500000","2500000"," ","核准設立","20250901035733"
"83450071","泰隆帆布裝潢有限公司","黃O隆","高雄市前金區青年二路24號","8000000"," "," ","核准設立","20250901035733"
"83454787","沅辰有限公司","陳O端","新北市三重區大勇街13號","588000"," "," ","核准設立","20250901035733"
"83456407","萬嶸國際有限公司","蔡O碧珠","新北市新莊區自立街79巷4號(1樓)","1000000"," "," ","核准設立","20250901035733"
"83461099","新勝安奈米科技有限公司","","臺中市南屯區向上南路一段167號14樓","1000000"," "," ","解散","20250901035733"
"83461540","九陽行國際有限公司","陳O生","臺中市烏日區九德里長春街583巷46號1樓","8000000"," "," ","核准設立","20250901035733"
"83462246","有氧健康科技有限公司","陳O勇","臺中市西區忠明里長春街32號2樓","600000"," "," ","核准設立","20250901035733"
"83463104","王皓有限公司","","臺中市大肚區社腳里沙田路一段854巷24之20號1樓","500000"," "," ","解散","20250901035733"
"83464700","金子儀實業有限公司","曾O清","新北市汐止區中興路43之7號12樓","28000000"," "," ","核准設立","20250901035733"
"83466496","慶潔環保有限公司","郭O秀","新北市新莊區新樹路258巷3之6號","10000000"," "," ","核准設立","20250901035733"
"83468591","躍剛科技股份有限公司","吳O維","臺南市安南區本田路2段391號1樓","120000000","60000000"," ","核准設立","20250901035733"
"83471619","巨東工程有限公司","黃O旻","臺中市北屯區平田里文心路四段955號11樓之2","1000000"," "," ","核准設立","20250901035733"
"83471630","鑫鋒資源股份有限公司","郭O明","嘉義縣水上鄉龍德村11鄰十一指厝137號1樓","6000000","6000000"," ","核准設立","20250901035733"
"83472188","昌藝實業有限公司","蔣O彬","苗栗縣苑裡鎮上舘里2鄰上舘42之1號","100000"," "," ","核准設立","20250901035733"
"83473258","傑承國際有限公司","李O秝","桃園市平鎮區大勇街和平巷23號5樓","600000"," "," ","核准設立","20250901035733"
"83473659","合研技研工業股份有限公司","陳O","臺中市太平區德隆里工業十四路50號","18000000","18000000"," ","核准設立","20250901035733"
"83473975","佑客家具科技有限公司","許O如","臺中市北屯區后庄三街216巷13號1樓","1000000"," "," ","核准設立","20250901035733"
"83475024","兆豐悅投資有限公司","黃O玲","臺北市內湖區新湖三路237號6樓","25000000"," "," ","核准設立","20250901035733"
"83475039","蒔潤建設股份有限公司","黃O玲","臺北市內湖區新湖三路237號6樓","20000000","20000000"," ","核准設立","20250901035733"
"83479295","健康快樂生技股份有限公司","","新北市新莊區中正路657之6號(1樓)","12000000","12000000"," ","解散","20250901035733"
"83480357","黑海科技有限公司","尹O","高雄市新興區中山一路10之5號1樓、10之6號1樓","20000000"," "," ","核准設立","20250901035733"
"83487485","正大再生環保科技有限公司","施O強","苗栗縣三義鄉西湖村14鄰伯公坑40之15號","17355000"," "," ","核准設立","20250901035733"
"83491066","瀚隆國際有限公司","麥O美焦","桃園市平鎮區上海路216號5樓","200000"," "," ","核准設立","20250901035733"
"83495056","晨碩包裝有限公司","徐O順","新北市三峽區弘道188之1號","4000000"," "," ","核准設立","20250901035733"
"83498259","成星應用材料有限公司","賴O宏","臺中市大雅區六寶里中清路四段860巷21弄7號1樓","800000"," "," ","核准設立","20250901035733"
"83500425","方塑科技有限公司","方O","新竹市東區明湖里明湖路1050巷7號2樓","6000000"," "," ","核准設立","20250901035733"
"83502818","碩實科技有限公司","","臺北市大安區羅斯福路3段277之16號","1000000"," "," ","解散","20250901035733"
"83503534","高誠光科電股份有限公司","林O誠","新北市三重區中正北路191巷3弄7號","30000000","10100000"," ","核准設立","20250901035733"
"83505548","緻尊國際開發有限公司","李O樺","臺北市大安區和平東路1段256號4樓","5000000"," "," ","核准設立","20250901035733"
"83506504","科歐思股份有限公司","鄭O琦","臺北市北投區北投路2段9號4樓"," ","13000000"," ","核准設立","20250901035733"
"83507497","廣華汽車飾件股份有限公司","余O民","新竹縣新埔鎮關埔路內立段101號","163353670","163353670"," ","核准設立","20250901035733"
"83507601","得利行銷有限公司","吳O潔","臺北市信義區東興路45號十樓","4000000"," "," ","核准設立","20250901035733"
"83508355","鑫承化工貿易有限公司","陳O安","臺中市北屯區平興里興安路二段37號5樓","7000000"," "," ","核准設立","20250901035733"
"83508593","萬棋股份有限公司","蔡O豐","臺中市西屯區西屯路二段256巷6號2樓之2","29900000","29900000"," ","核准設立","20250901035733"
"83509410","超耐綠科技有限公司","何O章","苗栗縣苑裡鎮苑港里2鄰苑港10-82號3樓","11000000"," "," ","核准設立","20250901035733"
"83509994","志安國際有限公司","曾O安","雲林縣莿桐鄉莿桐村延平路139號","200000"," "," ","核准設立","20250901035733"
"83513688","新光應用材料股份有限公司","歐O達","臺北市大安區仁愛路3段136號5樓","30000000","15000000"," ","核准設立","20250901035733"
"83517100","新喬企業有限公司","林O章","高雄市路竹區民有路635巷4號1樓","5000000"," "," ","核准設立","20250901035733"
"83517827","證大塑膠射出股份有限公司","吳O林","臺南市安南區安慶里長溪路一段342巷38弄47號","2000000","2000000"," ","核准設立","20250901035733"
"83518500","蜀宝生技股份有限公司","張O蒲","臺南市北區振興里長榮路4段105巷7號1樓","3690000","3690000"," ","核准設立","20250901035733"
"83519775","百捷科技有限公司","","新北市新莊區中央路568號5樓","100000"," "," ","解散","20250901035733"
"83521694","台灣建設機械有限公司","徐O航","桃園市大溪區仁和里永昌路383號","10000000"," "," ","核准設立","20250901035733"
"83526369","吳氏塑膠製品股份有限公司","吳O彬","臺南市仁德區新田里新田二街1號1樓","50000000","30000000"," ","核准設立","20250901035733"
"83530103","美樂體貿易有限公司","","彰化縣彰化市快官里彰南路四段300巷11號1樓","1000000"," "," ","解散","20250901035733"
"83532968","炬昱有限公司","簡O竣","高雄市大寮區萬丹路612號1樓","1000000"," "," ","核准設立","20250901035733"
"83533039","梧凌綠能科技有限公司","林O順","高雄市大樹區中興南路1巷4之2號1樓","500000"," "," ","核准設立","20250901035733"
"83533571","福裕昌科技有限公司","楊O昇","臺南市新化區豐榮里洋子45之3號1樓","2700000"," "," ","核准設立","20250901035733"
"83533853","宏技企業有限公司","莊O潭","臺南市安定區新吉里新吉56之61號","2000000"," "," ","核准設立","20250901035733"
"83535326","興昱呈興業有限公司","鄭O慶","臺南市北區成功里19鄰北成路128巷67弄30號1樓","3000000"," "," ","核准設立","20250901035733"
"83537788","瑞宸塑膠有限公司","陳O豪","臺中市龍井區忠和里台西南路220巷16號","11000000"," "," ","核准設立","20250901035733"
"83541853","汎碩科技有限公司","","高雄市前鎮區瑞南街46號15樓","1000000"," "," ","解散","20250901035733"
"83542023","出島國際有限公司","張O文","高雄市鳥松區美勝五街83號","500000"," "," ","核准設立","20250901035733"
"83544063","尚富皇實業有限公司","謝O承","臺南市安南區安順里安和路3段190巷75號","5000000"," "," ","核准設立","20250901035733"
"83545470","沅勁實業有限公司","吳O廷","新北市新莊區自立街245號","500000"," "," ","核准設立","20250901035733"
"83546935","宇通科技股份有限公司","王O宇","新北市樹林區武林街8之1號","80000000","80000000"," ","核准設立","20250901035733"
"83547694","宇盛貿易有限公司","洪O祺","彰化縣芳苑鄉三合村斗苑路頂後段24號1樓","10000000"," "," ","核准設立","20250901035733"
"83548271","鎧駿有限公司","謝O翔","彰化縣鹿港鎮廖厝里鹿和路三段380號1樓","600000"," "," ","核准設立","20250901035733"
"83551211","東宇國際有限公司","郭O廷","臺北市內湖區舊宗路2段181巷6號2樓","3333335"," "," ","核准設立","20250901035733"
"83551628","正合林興業股份有限公司","林O昌","嘉義縣竹崎鄉昇平村頂埔81-13號1樓","7500000","7500000"," ","核准設立","20250901035733"
"83552507","台灣厚群科技有限公司","林O生","臺南市仁德區保安里開發二路10號1樓","10000000"," "," ","核准設立","20250901035733"
"83552773","安固塑膠有限公司","何O章","臺中市西屯區福林里福林路31巷16號1樓","3000000"," "," ","核准設立","20250901035733"
"83554081","文懋國際股份有限公司","蔡O鴻","臺中市清水區橋頭里五權路59號6樓之2","3000000","3000000"," ","核准設立","20250901035733"
"83554245","德聚發實業有限公司","王O翔","臺中市霧峰區本鄉里草湖路135巷1弄86號","200000"," "," ","核准設立","20250901035733"
"83554821","榮鋐科技有限公司","","桃園市龜山區文德二路108號2樓","200000"," "," ","解散","20250901035733"
"83555552","吉瑄美國際有限公司","古O枝","桃園市楊梅區梅山西街74號","1000000"," "," ","核准設立","20250901035733"
"83555716","億飛訊實業有限公司","藍O綸","桃園市大溪區仁和里11鄰隆德街152號","300000"," "," ","核准設立","20250901035733"
"83557756","納多渼環保科技股份有限公司","江O蓉","臺中市北屯區平田里旅順路二段420號3樓","2000000","2000000"," ","核准設立","20250901035733"
"83566690","冠宇實業有限公司","","臺北市中正區開封街1段37號5摟","2000000"," "," ","解散","20250901035733"
"83569423","易旺有限公司","楊O宇","彰化縣埔鹽鄉埔鹽村中正路27巷9號","1000000"," "," ","核准設立","20250901035733"
"83571357","越陞國際有限公司","","臺中市梧棲區興農里中央路一段340之5號","1000000"," "," ","解散","20250901035733"
"83572709","鴻文工業有限公司","王O秋","新北市樹林區中山路2段214巷8號","500000"," "," ","核准設立","20250901035733"
"83573550","崑博科技有限公司","蕭O龍","臺南市麻豆區埤頭里麻工一路512號","1000000"," "," ","核准設立","20250901035733"
"83574087","福興事業有限公司","許O益","桃園市蘆竹區南工路128號二樓","22200000"," "," ","核准設立","20250901035733"
"83575348","閔欣達國際有限公司","楊O閔","桃園市龜山區新路里忠誠街24巷3號3樓","500000"," "," ","核准設立","20250901035733"
"83575558","台灣綠色循環股份有限公司","高O益","彰化縣大村鄉大橋村中山路三段225巷6號","10000000","10000000"," ","核准設立","20250901035733"
"83576661","將門科技股份有限公司","賴O安","新北市樹林區俊英街155巷31號","30000000","2520000"," ","核准設立","20250901035733"
"83578154","王馮力有限公司","王O群","桃園市楊梅區高山里高鵬路9號5樓","200000"," "," ","核准設立","20250901035733"
"83580779","安埜環保科技有限公司","張O春成","高雄市鳳山區八德路439號","1000000"," "," ","核准設立","20250901035733"
"83580927","森騰工業股份有限公司","王O原","高雄市鳳山區鳳仁路110巷5之8號","5000000","5000000"," ","核准設立","20250901035733"
"83596168","昶穎貿易有限公司","柯O","臺中市南屯區同心里文心路一段214號20樓之5","1000000"," "," ","核准設立","20250901035733"
"83609430","寶盛鑫貿易有限公司","","臺南市永康區尚頂里尚頂路5號","200000"," "," ","解散","20250901035733"
"83609972","太洋線貨櫃有限公司","黃O宏","臺南市中西區城隍里中山路88號12樓之1","1111100"," "," ","核准設立","20250901035733"
"83617353","河冠循環股份有限公司","吳O清","新北市板橋區光復街207號3樓","50000000","29800000"," ","核准設立","20250901035733"
"83618141","冠瑞國際實業有限公司","吳O惠","臺北市萬華區康定路229號8樓","3000000"," "," ","核准設立","20250901035733"
"83619275","竣宏塑膠有限公司","賴O寶素","臺中市龍井區忠和里海尾路278巷33弄4號","3000000"," "," ","核准設立","20250901035733"
"83619958","台灣福材工業股份有限公司","何O智","臺中市南屯區春社里精科南路99號2樓之1","200000000","200000000"," ","核准設立","20250901035733"
"83621645","泰亞有限公司","陳O濤","臺北市中山區松江路122號11樓","10000000"," "," ","核准設立","20250901035733"
"83628648","玻利伊邁科技有限公司","","新北市新莊區後港一路132號7樓之1","500000"," "," ","廢止","20250901035733"
"83639743","申銳企業有限公司","李O憫","新北市樹林區三俊街90巷56弄21號","100000"," "," ","核准設立","20250901035733"
"83645626","印量國際有限公司","鄧O玲","新北市新店區建國路183號6樓","250000"," "," ","核准設立","20250901035733"
"83646630","利沅投資有限公司","","臺中市南屯區三厝里惠中路三段80號10樓之3","14000000"," "," ","解散","20250901035733"
"83649469","鴻曜興業有限公司","吳O宜","臺南市麻豆區麻口里麻柚路406號","30000000"," "," ","核准設立","20250901035733"
"83656361","群震有限公司","林O琦","高雄市阿蓮區中正路334號3樓之2","5000000"," "," ","核准設立","20250901035733"
"83656931","誠利實業股份有限公司","劉O嘉","新竹市香山區埔前里牛埔東路526巷21號","5000000","5000000"," ","核准設立","20250901035733"
"83658348","全穎有限公司","楊O全","彰化縣鹿港鎮街尾里文昌路19號1樓","500000"," "," ","核准設立","20250901035733"
"83658699","科立碩有限公司","王O軒","彰化縣員林市萬年里明倫路121號1樓","1200000"," "," ","核准設立","20250901035733"
"83658804","興潤環保科技有限公司","蔡O峰","苗栗縣苑裡鎮蕉埔里1鄰蕉埔10-2號","7000000"," "," ","核准設立","20250901035733"
"83678007","毅誠國際開發有限公司","陳O誠","臺中市梧棲區安仁里臺灣大道九段52號1樓","20000000"," "," ","核准設立","20250901035733"
"83682157","大禾美國際塑膠有限公司","包O榛","臺南市仁德區太子里太子路9巷19號1樓","500000"," "," ","核准設立","20250901035733"
"83684079","坤隆紡織國際有限公司","柯O讚","臺北市中山區民生東路3段11號10樓","3600000"," "," ","核准設立","20250901035733"
"83684633","星玖實業有限公司","林O辰","新北市新店區寶興路58巷11號地下層","600000"," "," ","核准設立","20250901035733"
"83687408","萬國玄科技有限公司","謝O池","新北市樹林區俊英街125巷17號4樓","1000000"," "," ","核准設立","20250901035733"
"83688167","鉅淇生技有限公司","楊O豪","新北市深坑區北深路3段260號6樓","8000000"," "," ","核准設立","20250901035733"
"83688624","藍灣實業有限公司","游O萍","新北市新莊區新樹路527巷46號(1樓)","1000000"," "," ","核准設立","20250901035733"
"83688722","昱成塑膠有限公司","黃O","新北市林口區文化二路1段230巷62號1樓","7000000"," "," ","核准設立","20250901035733"
"83689285","穩立能源科技股份有限公司","李O盛","新北市萬里區獅頭15之2號","300000000","4000000"," ","核准設立","20250901035733"
"83691563","大俊鋁業有限公司","魏O達","臺中市霧峰區本鄉里民生路74巷5號3樓","3000000"," "," ","核准設立","20250901035733"
"83691655","稼聯國際有限公司","","臺中市西屯區逢福里惠來路三段220號14樓之2","2400000"," "," ","解散","20250901035733"
"83692177","昊璞科技有限公司","康O維","新北市林口區工八路2號","500000"," "," ","核准設立","20250901035733"
"83693817","崧茂科技有限公司","林O辰","桃園市中壢區普忠路245號(3樓)","300000"," "," ","核准設立","20250901035733"
"83698524","崴泰塑膠有限公司","周O陵","彰化縣溪湖鎮頂庄里員鹿路1段49號","1000000"," "," ","核准設立","20250901035733"
"83703097","日偉企業股份有限公司","林O宥","高雄市三民區鼎新路79之1號","10000000","10000000"," ","核准設立","20250901035733"
"83705314","又達貿易有限公司","雷O清","臺南市中西區郡王里5鄰大埔街75號2樓","300000"," "," ","核准設立","20250901035733"
"83706186","米秝國際有限公司","黃O瑜","臺南市永康區東橋里東橋十街88巷6弄16號1樓","2000000"," "," ","核准設立","20250901035733"
"83706833","鑄耑實業有限公司","徐O陽","臺南市下營區西連里連表1之21號1樓","200000"," "," ","核准設立","20250901035733"
"83708446","介呈實業有限公司","廖O仁","高雄市岡山區公園西路二段96巷123號","200000"," "," ","核准設立","20250901035733"
"83708939","源達企業有限公司","楊O芳","高雄市大寮區仁德路14之18號12樓","2000000"," "," ","核准設立","20250901035733"
"83711483","鉅鼎塑料股份有限公司","邱O培","彰化縣員林市惠來里光明街141巷15弄21號","8000000","8000000"," ","核准設立","20250901035733"
"83712672","鴻鼎能源科技股份有限公司","李O才","新北市萬里區獅頭15之2號","500000000","3000000"," ","核准設立","20250901035733"
"83715592","鋅淨界科技有限公司","王O錦","新北市汐止區新台五路1段93號27樓之2","1000000"," "," ","核准設立","20250901035733"
"83718612","園山有限公司","江O豪","臺中市北區明新里忠明八街9號3樓之2","360000"," "," ","核准設立","20250901035733"
"83719507","亞台科技有限公司","洪O","臺南市安定區蘇厝里蘇厝329之1號","3000000"," "," ","核准設立","20250901035733"
"83720167","辰牧再生能源科技股份有限公司","黃O婷","臺南市永康區王行里永科南路18號1樓","5000000","5000000"," ","核准設立","20250901035733"
"83722783","興泓科技有限公司","劉O亜","桃園市楊梅區三湖里楊湖路一段676巷33弄19號","13000000"," "," ","核准設立","20250901035733"
"83734134","睿廣塑膠環保科技股份有限公司","孫O真","臺中市西屯區福和里臺灣大道四段847號16樓","1200000","1200000"," ","核准設立","20250901035733"
"83734649","嘉灃盛精密科技股份有限公司","鍾O華","桃園市觀音區大同里中山路二段1199號","3000000","3000000"," ","核准設立","20250901035733"
"83740157","典倫國際有限公司","余O倫","新北市新莊區五權一路12巷25弄2號5樓","500000"," "," ","核准設立，但已命令解散","20250901035733"
"83743669","正佳國際有限公司","蔡O佳","新北市樹林區佳園路3段216號3樓","300000"," "," ","核准設立","20250901035733"
"83749755","鼎勝環境顧問有限公司","陳O錡","桃園市龍潭區龍祥里中豐路201號(1樓)","5000000"," "," ","核准設立","20250901035733"
"83750598","廣塑環保實業有限公司","蔣O芳","桃園市楊梅區三湖里楊湖路一段676巷33弄112號","2000000"," "," ","核准設立","20250901035733"
"83755046","太鑫興業有限公司","羅O豪","屏東縣麟洛鄉麟趾村中山路365號2樓","800000"," "," ","核准設立","20250901035733"
"83755572","台灣綠水應用材料股份有限公司","高O益","彰化縣花壇鄉金墩村金城街167巷39號","10000000","10000000"," ","核准設立","20250901035733"
"83755637","京展開發建設有限公司","劉O澤","彰化縣鹿港鎮廖厝里廖厝巷97之3號","5000000"," "," ","核准設立","20250901035733"
"83761461","威邦環保科技有限公司","楊O煒","苗栗縣竹南鎮佳興里環市路3段553巷2弄11號1樓","20000000"," "," ","核准設立","20250901035733"
"83762454","嘉盛淵有限公司","胡O媜","新竹市東區關新里關新路19巷16號5樓","500000"," "," ","核准設立","20250901035733"
"83762898","安利倢工業有限公司","卓O伶","彰化縣福興鄉西勢村員鹿路二段338巷6弄8號一樓","100000"," "," ","核准設立","20250901035733"
"83765419","凡展綠能科技股份有限公司","戴O弘","嘉義縣水上鄉粗溪村中山路二段1062號","20000000","20000000"," ","核准設立","20250901035733"
"83768844","漁曜海物股份有限公司","羅O婷","臺北市大同區太原路152巷15號1樓","25000000","25000000"," ","核准設立","20250901035733"
"83775752","鑫弘帆布鐵架有限公司","陳O弦","桃園市龜山區嶺頂里長壽路20號","1500000"," "," ","核准設立","20250901035733"
"83778723","禾牧精密科技有限公司","吳O林","彰化縣埤頭鄉崙子村崙子路343巷72弄6號","500000"," "," ","核准設立","20250901035733"
"83785415","晶浩能源規劃股份有限公司","","臺北市中正區重慶南路1段10號8樓之15","100000","100000"," ","解散","20250901035733"
"83785549","展設由型藝術有限公司","羅O倫","臺北市松山區復興北路367號8樓","1000000"," "," ","核准設立","20250901035733"
"83786857","技允實業有限公司","","高雄市岡山區柳橋西路81巷31號1樓","30000"," "," ","解散","20250901035733"
"83790064","世新企業股份有限公司","施O彣","彰化縣鹿港鎮東石里鹿工南三路29號","1000000","1000000"," ","核准設立","20250901035733"
"83790141","尚億科技環保貿易有限公司","","苗栗縣後龍鎮中和里21鄰崎頂205-1號","2000000"," "," ","解散","20250901035733"
"83790917","漾寬科技股份有限公司","歐O志","臺中市大里區樹王里樹王路333巷2號1樓","6000000","6000000"," ","核准設立","20250901035733"
"83791015","阜益有限公司","張O芬","臺中市西屯區大墩十八街195號3樓之1","1000000"," "," ","核准設立","20250901035733"
"83797475","興塑發股份有限公司","林O龍","新北市三重區光復路1段68巷1號","6000000","6000000"," ","核准設立","20250901035733"
"83797860","安利信股份有限公司","王O人","桃園市龜山區科技二路31號","24600000","24600000"," ","核准設立","20250901035733"
"83913621","坤玉峰有限公司","王O宏","臺中市南區平和里永南街71號1樓","10000000"," "," ","核准設立","20250901035733"
"84081527","宗聖裕股份有限公司","黃O樟","雲林縣斗南鎮新崙里新崙南路21號","5000000","5000000"," ","核准設立","20250901035733"
"84086234","新矩陣藝術印刷廠有限公司","劉O富","新北市中和區橋和路112巷10號1樓","12000000"," "," ","核准設立","20250901035733"
"84086810","捷和風有限公司","李O聖","桃園市中壢區文化里忠孝路516號","15000000"," "," ","核准設立","20250901035733"
"84090188","恆光實業有限公司","","新竹市東區復興里自由路69號9樓之1","5000000"," "," ","廢止","20250901035733"
"84098484","龍建實業有限公司","吳O連","臺中市太平區興隆路一段76巷15號","1000000"," "," ","核准設立","20250901035733"
"84099499","小重山企業有限公司","","臺北市中正區泉州街２０巷１７號１樓","15000000"," "," ","廢止","20250901035733"
"84114490","欣圃股份有限公司","莊O玲","新北市樹林區樹新路17號3樓之3","1000000","1000000"," ","核准設立","20250901035733"
"84123809","騰達橡膠有限公司","黃O隆","新竹市香山區牛埔東路215巷1弄1號（1樓）","5000000"," "," ","核准設立","20250901035733"
"84124976","葵盈有限公司","郭O明","臺南市東區崇文里崇德二十街81號2樓","600000"," "," ","核准設立","20250901035733"
"84126762","星鋼機電工程有限公司","黃O來","臺北市內湖區新湖一路85號6樓","41000000"," "," ","核准設立","20250901035733"
"84146768","三恩國際股份有限公司","","臺北市大安區敦化南路1段205號12樓之4","15000000","15000000"," ","廢止","20250901035733"
"84154083","亞之騰有限公司","蕭O仁","新北市樹林區佳園路1段147號6樓","1000000"," "," ","核准設立","20250901035733"
"84166222","台煜企業有限公司","","桃園市蘆竹區新興里大竹路一二五號二樓","3000000"," "," ","解散","20250901035733"
"84166911","方鼎工業股份有限公司","陳O婧","臺中市豐原區豐田里豐原大道二段251巷32號","20000000","20000000"," ","核准設立，但已命令解散","20250901035733"
"84169142","合欣帝工業有限公司","丁O嘉","彰化縣埔鹽鄉西湖村大新路2巷68-3號","11500000"," "," ","核准設立","20250901035733"
"84214673","阡美實業有限公司","賴O英","臺中市大里區東興里永興路205巷19號","1000000"," "," ","核准設立","20250901035733"
"84229113","立忠實業股份有限公司","朱O","臺南市安南區安順里開安四街42號","28000000","28000000"," ","核准設立","20250901035733"
"84230006","安石鋼管股份有限公司","侯O利","新北市中和區橋和路120號4樓","99000000","99000000"," ","核准設立","20250901035733"
"84232291","京龍企業股份有限公司","蔡O琦","桃園市中壢區中央里中山路146號13樓","15500000","15500000"," ","核准設立","20250901035733"
"84235874","新和益食品有限公司","曾O維","新北市鶯歌區行政路1之6號","4500000"," "," ","核准設立","20250901035733"
"84236114","常銘實業股份有限公司","顏O川","臺中市潭子區豐興路二段龍興巷23之1號","100000000","100000000"," ","核准設立","20250901035733"
"84236141","啟統股份有限公司","林O豪","臺中市南屯區文心南三路956號1樓","6000000","6000000"," ","核准設立","20250901035733"
"84237535","志賸企業有限公司","曾O英","臺南市仁德區仁義里義林路250號","20000000"," "," ","核准設立","20250901035733"
"84237731","勁威精工有限公司","余O威","新北市林口區工二路12號","29000000"," "," ","核准設立","20250901035733"
"84238984","安徽興業股份有限公司","許O明","彰化縣員林市惠來里中山南路191巷5號","5030000","5030000"," ","核准設立","20250901035733"
"84262344","伊里化工股份有限公司","王O仁","臺北市中正區羅斯福路2段140號11樓之3","7500000","7500000"," ","核准設立","20250901035733"
"84287582","貫發股份有限公司","郭O裕","新北市中和區中正路736號7樓之5","5000000","5000000"," ","核准設立","20250901035733"
"84289809","卓立國際股份有限公司","王O富","新北市五股區五權五路15號","350000000","318280030"," ","核准設立","20250901035733"
"84297863","儷達企業有限公司","曾O忠","臺中市南屯區永春東路118號","1000000"," "," ","核准設立","20250901035733"
"84327682","駿采企業有限公司","蕭O寶","高雄市三民區本安里澄和路282號","2000000"," "," ","核准設立","20250901035733"
"84346766","典泰汽車百貨股份有限公司","林O玉","臺南市新營區新南里新南路50號","10000000","10000000"," ","核准設立","20250901035733"
"84352485","源展塑膠工業股份有限公司","","臺中市沙鹿區福興里沙田路十八號","1000000","1000000"," ","廢止","20250901035733"
